Schaal;Periode;TypeResultaat;Versie;Habitattype;Habitatsubtype;Criterium;Indicator;Belang;SBZH;nObs;sumWeights;AandeelGunstig;AandeelGunstig_LLCI;AandeelGunstig_ULCI
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Structuur;aandeel dood hout;b;Buiten;76;143,7540457;58,78;32,02;81,2
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_sf;Structuur;aandeel dood hout;b;Binnen & Buiten;30;342,2;97,01;81,3;99,59
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Structuur;aandeel dood hout;b;Binnen & Buiten;51;66,2011139;45,43;31,78;59,81
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vc;Structuur;aandeel dood hout;b;Binnen & Buiten;25;23,90073295;57,5;36,43;76,15
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Structuur;aandeel dood hout;b;Binnen & Buiten;38;41,61718505;57,48;40,89;72,54
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Structuur;aandeel dood hout;b;Binnen & Buiten;39;43,0960588;58,39;41,68;73,37
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Structuur;aandeel dood hout;b;Binnen & Buiten;19;19,8127711;38,02;19,04;61,53
Vlaanderen;2;Habitattype;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;202;536,8278618;36,13;24,63;49,47
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Structuur;hoeveelheid dik dood hout;zb;Binnen;126;393,0738161;46,81;33,24;60,86
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Structuur;hoeveelheid dik dood hout;zb;Buiten;76;143,7540457;6,93;2,69;16,71
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_sf;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;30;342,2;50,89;31,28;70,24
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;51;66,2011139;14;6,91;26,3
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vc;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;25;23,90073295;5,73;0,81;31,25
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;38;41,61718505;12,86;5,32;27,93
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;39;43,0960588;8,82;3,28;21,62
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;19;19,8127711;0;0;0
Vlaanderen;2;Habitattype;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;202;536,8278618;36,13;24,63;49,47
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Structuur;hoeveelheid dik dood hout;zb;Binnen;126;393,0738161;46,81;33,24;60,86
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Structuur;hoeveelheid dik dood hout;zb;Buiten;76;143,7540457;6,93;2,69;16,71
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_sf;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;30;342,2;50,89;31,28;70,24
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;51;66,2011139;14;6,91;26,3
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vc;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;25;23,90073295;5,73;0,81;31,25
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;38;41,61718505;12,86;5,32;27,93
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;39;43,0960588;8,82;3,28;21,62
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;19;19,8127711;0;0;0
Vlaanderen;2;Habitattype;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;202;536,8278618;96,66;89,67;98,98
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Structuur;horizontale structuur - groeiklassen;b;Binnen;126;393,0738161;96,21;86,12;99,04
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Structuur;horizontale structuur - groeiklassen;b;Buiten;76;143,7540457;97,92;90,39;99,58
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_sf;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;30;342,2;97,01;81,3;99,59
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;51;66,2011139;95,93;82,89;99,14
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vc;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;25;23,90073295;100;100;100
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;38;41,61718505;95,19;82,58;98,81
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;39;43,0960588;97,75;85,53;99,69
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;19;19,8127711;89,91;66,91;97,51
Vlaanderen;2;Habitattype;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;202;536,8278618;96,66;89,67;98,98
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Structuur;horizontale structuur - groeiklassen;b;Binnen;126;393,0738161;96,21;86,12;99,04
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Structuur;horizontale structuur - groeiklassen;b;Buiten;76;143,7540457;97,92;90,39;99,58
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_sf;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;30;342,2;97,01;81,3;99,59
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;51;66,2011139;95,93;82,89;99,14
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vc;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;25;23,90073295;100;100;100
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;38;41,61718505;95,19;82,58;98,81
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;39;43,0960588;97,75;85,53;99,69
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;19;19,8127711;89,91;66,91;97,51
Vlaanderen;2;Habitattype;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Structuur;minimum structuurareaal;zb;Binnen & Buiten;177;512,9271288;14,03;7,79;23,98
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Structuur;minimum structuurareaal;zb;Binnen;111;381,5736737;16,56;8,74;29,13
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vo; 91E0_vn; 91E0_va";Structuur;minimum structuurareaal;zb;Buiten;66;131,3534552;6,69;2,39;17,34
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_sf;Structuur;minimum structuurareaal;zb;Binnen & Buiten;30;342,2;11,98;4,42;28,58
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Structuur;minimum structuurareaal;zb;Binnen & Buiten;51;66,2011139;27,43;17,11;40,91
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Structuur;minimum structuurareaal;zb;Binnen & Buiten;38;41,61718505;24,49;13,41;40,43
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Structuur;minimum structuurareaal;zb;Binnen & Buiten;39;43,0960588;3,81;0,91;14,56
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Structuur;minimum structuurareaal;zb;Binnen & Buiten;19;19,8127711;5,05;0,69;28,78
Vlaanderen;2;Habitattype;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Structuur;minimum structuurareaal;zb;Binnen & Buiten;202;536,8278618;14,09;8,03;23,54
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Structuur;minimum structuurareaal;zb;Binnen;126;393,0738161;16,7;9,03;28,83
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Structuur;minimum structuurareaal;zb;Buiten;76;143,7540457;6,93;2,69;16,75
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_sf;Structuur;minimum structuurareaal;zb;Binnen & Buiten;30;342,2;11,98;4,42;28,57
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Structuur;minimum structuurareaal;zb;Binnen & Buiten;51;66,2011139;27,43;17,11;40,9
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vc;Structuur;minimum structuurareaal;zb;Binnen & Buiten;25;23,90073295;15,28;5,7;34,98
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Structuur;minimum structuurareaal;zb;Binnen & Buiten;38;41,61718505;24,49;13,42;40,43
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Structuur;minimum structuurareaal;zb;Binnen & Buiten;39;43,0960588;3,81;0,91;14,55
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Structuur;minimum structuurareaal;zb;Binnen & Buiten;19;19,8127711;5,05;0,69;28,76
Vlaanderen;2;Habitattype;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;202;536,8278618;76,36;67,44;83,44
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen;126;393,0738161;82,62;72,87;89,38
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Buiten;76;143,7540457;59,24;32,64;81,34
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_sf;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;30;342,2;94,01;78,59;98,53
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;51;66,2011139;44,17;30,58;58,69
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vc;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;25;23,90073295;53,39;32,96;72,74
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;38;41,61718505;55,54;39,25;70,72
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;39;43,0960588;26,24;14,49;42,75
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;19;19,8127711;59,56;35,81;79,54
Vlaanderen;2;Habitattype;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;202;536,8278618;81,31;73,14;87,43
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen;126;393,0738161;85,89;76,21;92,04
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Buiten;76;143,7540457;68,8;45,46;85,37
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_sf;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;30;342,2;94,01;78,59;98,53
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;51;66,2011139;70,82;56,21;82,1
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vc;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;25;23,90073295;61,93;40,6;79,48
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;38;41,61718505;55,54;39,25;70,72
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;39;43,0960588;42,25;26,99;59,14
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;19;19,8127711;59,56;35,81;79,54
Vlaanderen;2;Habitattype;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;202;536,8278618;10,59;7,2;15,3
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen;126;393,0738161;6,68;4,13;10,63
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Vegetatie;sleutelsoorten van de kruidlaag;b;Buiten;76;143,7540457;21,28;9,8;40,2
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_sf;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;30;342,2;0;0;0
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;51;66,2011139;46,13;32,33;60,55
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vc;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;25;23,90073295;18,25;6,93;40,09
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;38;41,61718505;17,98;8,62;33,76
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;39;43,0960588;33,54;19,84;50,71
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;19;19,8127711;0;0;0
Vlaanderen;2;Habitattype;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;202;536,8278618;33,25;22,67;45,85
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen;126;393,0738161;39,07;26,42;53,39
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Vegetatie;sleutelsoorten van de kruidlaag;b;Buiten;76;143,7540457;17,33;7,77;34,29
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_sf;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;30;342,2;35,93;20,24;55,33
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;51;66,2011139;30,65;19,07;45,33
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vc;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;25;23,90073295;45,58;26,51;66,04
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;38;41,61718505;15,41;6,9;30,95
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;39;43,0960588;14,03;5,66;30,74
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;19;19,8127711;60,15;36,42;79,91
Vlaanderen;2;Habitattype;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Verstoring;ruderalisering;zb;Binnen & Buiten;202;536,8278618;69,8;53,93;82,02
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Verstoring;ruderalisering;zb;Binnen;126;393,0738161;81,27;68,25;89,75
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Verstoring;ruderalisering;zb;Buiten;76;143,7540457;38,42;17,68;64,44
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_sf;Verstoring;ruderalisering;zb;Binnen & Buiten;30;342,2;71,85;45,76;88,54
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Verstoring;ruderalisering;zb;Binnen & Buiten;51;66,2011139;58,14;43,37;71,57
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vc;Verstoring;ruderalisering;zb;Binnen & Buiten;25;23,90073295;56,17;35,26;75,1
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Verstoring;ruderalisering;zb;Binnen & Buiten;38;41,61718505;92,79;79,74;97,68
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Verstoring;ruderalisering;zb;Binnen & Buiten;39;43,0960588;44,42;29,01;60,98
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Verstoring;ruderalisering;zb;Binnen & Buiten;19;19,8127711;96,59;78,87;99,54
Vlaanderen;2;Habitattype;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;202;536,8278618;34,38;25,25;44,82
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Verstoring;invasieve exoten van de kruidlaag;zb;Binnen;126;393,0738161;25,48;17,77;35,1
Vlaanderen;2;SBZH;Versie 3;9,10E+01;"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Verstoring;invasieve exoten van de kruidlaag;zb;Buiten;76;143,7540457;58,71;23,67;86,7
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_sf;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;30;342,2;2,99;0,41;18,7
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;51;66,2011139;81,97;67,32;90,93
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vc;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;25;23,90073295;85,41;63,15;95,24
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;38;41,61718505;100;100;100
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;39;43,0960588;88,61;71,83;95,96
Vlaanderen;2;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;19;19,8127711;100;100;100
Vlaanderen;2;Habitattype;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Structuur;bosconstantie;zb;Binnen & Buiten;174;215,117517;67,21;58,55;74,84
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";Structuur;bosconstantie;zb;Binnen;99;116,4634712;71,28;59,36;80,83
Vlaanderen;2;SBZH;Versie 2.0;9,10E+01;"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";Structuur;bosconstantie;zb;Buiten;75;98,65404574;62,42;50,31;73,14
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_sf;Structuur;bosconstantie;zb;Binnen & Buiten;2;20,48965517;100;NA;NA
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Structuur;bosconstantie;zb;Binnen & Buiten;51;66,2011139;59,16;44,35;72,47
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vc;Structuur;bosconstantie;zb;Binnen & Buiten;25;23,90073295;78,35;57,59;90,6
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Structuur;bosconstantie;zb;Binnen & Buiten;38;41,61718505;69,49;52,96;82,17
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Structuur;bosconstantie;zb;Binnen & Buiten;39;43,0960588;62,53;45,62;76,85
Vlaanderen;2;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Structuur;bosconstantie;zb;Binnen & Buiten;19;19,8127711;52,18;29,23;74,24
Vlaanderen;2;Habitattype;Versie 3;9,10E+01;"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";Structuur;bosconstantie;zb;Binnen & Buiten;174;215,117517;67,21;58,55;74,84
