Schaal;Periode;TypeResultaat;Versie;Habitattype;Habitatsubtype;Criterium;Indicator;Belang;SBZH;nObs;sumWeights;AandeelGunstig;AandeelGunstig_LLCI;AandeelGunstig_ULCI
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;47;59,86605924;49,05;34,37;63,91
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen;25;26,07750919;61,36;40,44;78,78
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Buiten;22;33,78855006;39,56;21,06;61,63
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;19;27,17845421;44,32;23,47;67,38
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;15;17,57524007;58,53;32,52;80,53
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;10;11,07750919;36,11;13,25;67,65
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;3;4,034855769;75,22;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;47;59,86605924;31,25;19,12;46,65
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen;25;26,07750919;30,68;15,81;51,05
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Vegetatie;sleutelsoorten van de kruidlaag;b;Buiten;22;33,78855006;31,7;15,23;54,51
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;19;27,17845421;40,72;20,55;64,58
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;15;17,57524007;26,42;9,85;54,13
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;10;11,07750919;27,08;8,48;59,83
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;3;4,034855769;0;NA;NA
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;47;59,86605924;41,33;27,55;56,63
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen;25;26,07750919;46,02;27,57;65,63
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Vegetatie;sleutelsoorten van de kruidlaag;b;Buiten;22;33,78855006;37,72;19,49;60,24
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;19;27,17845421;44,4;23,34;67,68
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;15;17,57524007;32,11;13,43;59,05
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;10;11,07750919;27,08;8,48;59,83
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;3;4,034855769;100;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Verstoring;invasieve exoten;b;Binnen & Buiten;47;59,86605924;78,78;63,81;88,66
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Verstoring;invasieve exoten;b;Binnen;25;26,07750919;80,83;60,9;91,94
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Verstoring;invasieve exoten;b;Buiten;22;33,78855006;77,21;54,18;90,66
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Verstoring;invasieve exoten;b;Binnen & Buiten;19;27,17845421;85,2;60,5;95,58
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Verstoring;invasieve exoten;b;Binnen & Buiten;15;17,57524007;79,27;50,59;93,45
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Verstoring;invasieve exoten;b;Binnen & Buiten;10;11,07750919;81,95;48,28;95,67
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Verstoring;invasieve exoten;b;Binnen & Buiten;3;4,034855769;24,78;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Verstoring;ruderalisering;zb;Binnen & Buiten;47;59,86605924;66,89;50,9;79,74
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Verstoring;ruderalisering;zb;Binnen;25;26,07750919;72,86;50,49;87,6
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Verstoring;ruderalisering;zb;Buiten;22;33,78855006;62,28;39,76;80,51
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Verstoring;ruderalisering;zb;Binnen & Buiten;19;27,17845421;62,96;38,5;82,19
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Verstoring;ruderalisering;zb;Binnen & Buiten;15;17,57524007;84,96;54,56;96,37
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Verstoring;ruderalisering;zb;Binnen & Buiten;10;11,07750919;54,16;23,82;81,71
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Verstoring;ruderalisering;zb;Binnen & Buiten;3;4,034855769;49,57;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Verstoring;verruiging;zb;Binnen & Buiten;47;59,86605924;90,54;76,38;96,59
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Verstoring;verruiging;zb;Binnen;25;26,07750919;92,33;73,6;98,11
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Verstoring;verruiging;zb;Buiten;22;33,78855006;89,15;65,09;97,31
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Verstoring;verruiging;zb;Binnen & Buiten;19;27,17845421;92,56;61,74;98,97
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Verstoring;verruiging;zb;Binnen & Buiten;15;17,57524007;84,96;54,56;96,37
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Verstoring;verruiging;zb;Binnen & Buiten;10;11,07750919;100;100;100
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Verstoring;verruiging;zb;Binnen & Buiten;3;4,034855769;75,22;NA;NA
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Verstoring;verruiging;zb;Binnen & Buiten;47;59,86605924;60,17;44,47;74,02
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Verstoring;verruiging;zb;Binnen;25;26,07750919;65,19;43,78;81,83
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Verstoring;verruiging;zb;Buiten;22;33,78855006;56,29;34,47;75,93
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Verstoring;verruiging;zb;Binnen & Buiten;19;27,17845421;51,84;29,08;73,86
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Verstoring;verruiging;zb;Binnen & Buiten;15;17,57524007;84,96;54,56;96,37
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Verstoring;verruiging;zb;Binnen & Buiten;10;11,07750919;54,16;23,82;81,71
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Verstoring;verruiging;zb;Binnen & Buiten;3;4,034855769;24,78;NA;NA
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Verstoring;invasieve exoten van de boom- en struiklaag;b;Binnen & Buiten;47;59,86605924;77,11;62,14;87,37
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Verstoring;invasieve exoten van de boom- en struiklaag;b;Binnen;25;26,07750919;76,99;56,82;89,49
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Verstoring;invasieve exoten van de boom- en struiklaag;b;Buiten;22;33,78855006;77,21;54,18;90,66
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Verstoring;invasieve exoten van de boom- en struiklaag;b;Binnen & Buiten;19;27,17845421;85,2;60,5;95,58
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Verstoring;invasieve exoten van de boom- en struiklaag;b;Binnen & Buiten;15;17,57524007;73,58;45,87;90,15
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Verstoring;invasieve exoten van de boom- en struiklaag;b;Binnen & Buiten;10;11,07750919;81,95;48,28;95,67
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Verstoring;invasieve exoten van de boom- en struiklaag;b;Binnen & Buiten;3;4,034855769;24,78;NA;NA
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;47;59,86605924;76,44;60,57;87,27
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Verstoring;invasieve exoten van de kruidlaag;zb;Binnen;25;26,07750919;88,5;69,37;96,31
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Verstoring;invasieve exoten van de kruidlaag;zb;Buiten;22;33,78855006;67,14;44,15;84,08
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;19;27,17845421;70,32;44,46;87,52
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;15;17,57524007;94,31;67,99;99,23
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;10;11,07750919;72,92;40,17;91,52
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;3;4,034855769;49,57;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Structuur;aandeel dood hout;b;Binnen & Buiten;17;19,59775685;37,24;17,42;62,53
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;aandeel dood hout;b;Binnen;9;9;22,22;5,35;59,08
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;aandeel dood hout;b;Buiten;8;10,59775685;50;19,33;80,67
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Structuur;aandeel dood hout;b;Binnen & Buiten;17;19,59775685;37,24;17,42;62,53
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;aandeel dood hout;b;Binnen;9;9;22,22;5,35;59,08
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;aandeel dood hout;b;Buiten;8;10,59775685;50;19,33;80,67
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Structuur;bosconstantie;zb;Binnen & Buiten;17;19,59775685;37,24;17,42;62,53
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;bosconstantie;zb;Binnen;9;9;22,22;5,35;59,08
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;bosconstantie;zb;Buiten;8;10,59775685;50;19,33;80,67
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Structuur;bosconstantie;zb;Binnen & Buiten;17;19,59775685;37,24;17,42;62,53
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;bosconstantie;zb;Binnen;9;9;22,22;5,35;59,08
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;bosconstantie;zb;Buiten;8;10,59775685;50;19,33;80,67
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;17;19,59775685;5,1;0,66;30,17
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;hoeveelheid dik dood hout;zb;Binnen;9;9;11,11;1,45;51,58
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;hoeveelheid dik dood hout;zb;Buiten;8;10,59775685;0;0;0
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;17;19,59775685;5,1;0,66;30,17
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;hoeveelheid dik dood hout;zb;Binnen;9;9;11,11;1,45;51,58
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;hoeveelheid dik dood hout;zb;Buiten;8;10,59775685;0;0;0
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;17;19,59775685;100;100;100
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;horizontale structuur - groeiklassen;b;Binnen;9;9;100;100;100
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;horizontale structuur - groeiklassen;b;Buiten;8;10,59775685;100;100;100
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;17;19,59775685;100;100;100
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;horizontale structuur - groeiklassen;b;Binnen;9;9;100;100;100
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;horizontale structuur - groeiklassen;b;Buiten;8;10,59775685;100;100;100
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Structuur;minimum structuurareaal;zb;Binnen & Buiten;17;19,59775685;5,1;0,66;30,17
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;minimum structuurareaal;zb;Binnen;9;9;11,11;1,45;51,58
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;minimum structuurareaal;zb;Buiten;8;10,59775685;0;0;0
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Structuur;minimum structuurareaal;zb;Binnen & Buiten;17;19,59775685;5,1;0,66;30,17
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;minimum structuurareaal;zb;Binnen;9;9;11,11;1,45;51,58
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;minimum structuurareaal;zb;Buiten;8;10,59775685;0;0;0
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Structuur;verticale structuur;b;Binnen & Buiten;17;19,59775685;89,79;65,75;97,58
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;verticale structuur;b;Binnen;9;9;77,78;40,92;94,65
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Structuur;verticale structuur;b;Buiten;8;10,59775685;100;100;100
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Structuur;verticale structuur;b;Binnen & Buiten;17;19,59775685;62,76;37,47;82,58
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;verticale structuur;b;Binnen;9;9;77,78;40,92;94,65
Vlaanderen;1;SBZH;Versie 3;9190;9190;Structuur;verticale structuur;b;Buiten;8;10,59775685;50;19,33;80,67
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;17;19,59775685;66,07;40,89;84,57
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen;9;9;55,56;24,38;82,9
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Buiten;8;10,59775685;75;36,56;93,98
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;17;19,59775685;69,52;43,52;87,1
Vlaanderen;1;SBZH;Versie 3;9190;9190;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen;9;9;77,78;40,92;94,65
Vlaanderen;1;SBZH;Versie 3;9190;9190;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Buiten;8;10,59775685;62,5;27,6;87,93
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;17;19,59775685;5,1;0,66;30,17
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen;9;9;11,11;1,45;51,58
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Vegetatie;sleutelsoorten van de kruidlaag;b;Buiten;8;10,59775685;0;0;0
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;17;19,59775685;57,65;33,26;78,81
Vlaanderen;1;SBZH;Versie 3;9190;9190;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen;9;9;66,67;32,4;89,3
Vlaanderen;1;SBZH;Versie 3;9190;9190;Vegetatie;sleutelsoorten van de kruidlaag;b;Buiten;8;10,59775685;50;19,33;80,67
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Verstoring;invasieve exoten;b;Binnen & Buiten;17;19,59775685;57,65;33,26;78,81
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Verstoring;invasieve exoten;b;Binnen;9;9;66,67;32,4;89,3
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Verstoring;invasieve exoten;b;Buiten;8;10,59775685;50;19,33;80,67
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Verstoring;ruderalisering;zb;Binnen & Buiten;17;19,59775685;100;100;100
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Verstoring;ruderalisering;zb;Binnen;9;9;100;100;100
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Verstoring;ruderalisering;zb;Buiten;8;10,59775685;100;100;100
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Verstoring;vergrassing;zb;Binnen & Buiten;17;19,59775685;77,93;52,41;91,89
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Verstoring;vergrassing;zb;Binnen;9;9;66,67;32,4;89,3
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Verstoring;vergrassing;zb;Buiten;8;10,59775685;87,5;44,67;98,38
Vlaanderen;1;Habitattype;Versie 2.0;9190;9190;Verstoring;verruiging;zb;Binnen & Buiten;17;19,59775685;94,9;69,83;99,34
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Verstoring;verruiging;zb;Binnen;9;9;88,89;48,42;98,55
Vlaanderen;1;SBZH;Versie 2.0;9190;9190;Verstoring;verruiging;zb;Buiten;8;10,59775685;100;100;100
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Verstoring;verruiging;zb;Binnen & Buiten;17;19,59775685;94,9;69,83;99,34
Vlaanderen;1;SBZH;Versie 3;9190;9190;Verstoring;verruiging;zb;Binnen;9;9;88,89;48,42;98,55
Vlaanderen;1;SBZH;Versie 3;9190;9190;Verstoring;verruiging;zb;Buiten;8;10,59775685;100;100;100
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Verstoring;invasieve exoten van de boom- en struiklaag;b;Binnen & Buiten;17;19,59775685;69,52;43,52;87,1
Vlaanderen;1;SBZH;Versie 3;9190;9190;Verstoring;invasieve exoten van de boom- en struiklaag;b;Binnen;9;9;77,78;40,92;94,65
Vlaanderen;1;SBZH;Versie 3;9190;9190;Verstoring;invasieve exoten van de boom- en struiklaag;b;Buiten;8;10,59775685;62,5;27,6;87,93
Vlaanderen;1;Habitattype;Versie 3;9190;9190;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;17;19,59775685;94,9;69,83;99,34
Vlaanderen;1;SBZH;Versie 3;9190;9190;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen;9;9;88,89;48,42;98,55
Vlaanderen;1;SBZH;Versie 3;9190;9190;Verstoring;invasieve exoten van de kruidlaag;zb;Buiten;8;10,59775685;100;100;100
Vlaanderen;1;Habitattype;Versie 2.0;9160;9160;Structuur;aandeel dood hout;b;Binnen & Buiten;19;19,23787055;41,89;22,05;64,76
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;aandeel dood hout;b;Binnen;11;11;54,55;26,17;80,24
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;aandeel dood hout;b;Buiten;8;8,237870551;25;6,05;63,31
Vlaanderen;1;Habitattype;Versie 3;9160;9160;Structuur;aandeel dood hout;b;Binnen & Buiten;19;19,23787055;41,89;22,05;64,76
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;aandeel dood hout;b;Binnen;11;11;54,55;26,17;80,24
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;aandeel dood hout;b;Buiten;8;8,237870551;25;6,05;63,31
Vlaanderen;1;Habitattype;Versie 2.0;9160;9160;Structuur;bosconstantie;zb;Binnen & Buiten;19;19,23787055;31,65;14,63;55,58
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;bosconstantie;zb;Binnen;11;11;27,27;8,75;59,45
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;bosconstantie;zb;Buiten;8;8,237870551;37,5;12,12;72,31
Vlaanderen;1;Habitattype;Versie 3;9160;9160;Structuur;bosconstantie;zb;Binnen & Buiten;19;19,23787055;31,65;14,63;55,58
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;bosconstantie;zb;Binnen;11;11;27,27;8,75;59,45
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;bosconstantie;zb;Buiten;8;8,237870551;37,5;12,12;72,31
Vlaanderen;1;Habitattype;Versie 2.0;9160;9160;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;19;19,23787055;0;0;0
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;hoeveelheid dik dood hout;zb;Binnen;11;11;0;0;0
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;hoeveelheid dik dood hout;zb;Buiten;8;8,237870551;0;0;0
Vlaanderen;1;Habitattype;Versie 3;9160;9160;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;19;19,23787055;0;0;0
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;hoeveelheid dik dood hout;zb;Binnen;11;11;0;0;0
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;hoeveelheid dik dood hout;zb;Buiten;8;8,237870551;0;0;0
Vlaanderen;1;Habitattype;Versie 2.0;9160;9160;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;19;19,23787055;100;100;100
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;horizontale structuur - groeiklassen;b;Binnen;11;11;100;100;100
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;horizontale structuur - groeiklassen;b;Buiten;8;8,237870551;100;100;100
Vlaanderen;1;Habitattype;Versie 3;9160;9160;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;19;19,23787055;100;100;100
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;horizontale structuur - groeiklassen;b;Binnen;11;11;100;100;100
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;horizontale structuur - groeiklassen;b;Buiten;8;8,237870551;100;100;100
Vlaanderen;1;Habitattype;Versie 2.0;9160;9160;Structuur;minimum structuurareaal;zb;Binnen & Buiten;19;19,23787055;41,58;21,83;64,47
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;minimum structuurareaal;zb;Binnen;11;11;72,73;40,55;91,25
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;minimum structuurareaal;zb;Buiten;8;8,237870551;0;0;0
Vlaanderen;1;Habitattype;Versie 3;9160;9160;Structuur;minimum structuurareaal;zb;Binnen & Buiten;19;19,23787055;41,58;21,83;64,47
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;minimum structuurareaal;zb;Binnen;11;11;72,73;40,55;91,25
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;minimum structuurareaal;zb;Buiten;8;8,237870551;0;0;0
Vlaanderen;1;Habitattype;Versie 2.0;9160;9160;Structuur;verticale structuur;b;Binnen & Buiten;19;19,23787055;100;100;100
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;verticale structuur;b;Binnen;11;11;100;100;100
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Structuur;verticale structuur;b;Buiten;8;8,237870551;100;100;100
Vlaanderen;1;Habitattype;Versie 3;9160;9160;Structuur;verticale structuur;b;Binnen & Buiten;19;19,23787055;78,9;54,63;92,07
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;verticale structuur;b;Binnen;11;11;81,82;48,25;95,6
Vlaanderen;1;SBZH;Versie 3;9160;9160;Structuur;verticale structuur;b;Buiten;8;8,237870551;75;36,69;93,95
Vlaanderen;1;Habitattype;Versie 2.0;9160;9160;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;19;19,23787055;42,05;22,16;64,91
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen;11;11;45,45;19,76;73,83
Vlaanderen;1;SBZH;Versie 2.0;9160;9160;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Buiten;8;8,237870551;37,5;12,12;72,31
